Raw Data,Notes,Major Category,Frame limits,Frame image name,CPC filename,Institution,Project,Station,Location,Country,Sitename,Site ID,Site Code,Latitude,Longtitude,Easting,Northing,Projection,Datum,Transect,Transect Direction,Transect Length,Depth,Quad,Habitat,Water Quality,Photo date,Photo time,Photographer,Camera,Lens,Analysis date,Analysis tech
TWB,,TWB,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3156.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3157.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA,,DC,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3158.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3159.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3160.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACB,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3161.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,,DC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3162.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWB,,TWB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,**,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3163.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA,,DC,*,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3164.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3164.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3164.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3164.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3164.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 3\GOPR3164.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
