Raw Data,Notes,Major Category,Frame limits,Frame image name,CPC filename,Institution,Project,Station,Location,Country,Sitename,Site ID,Site Code,Latitude,Longtitude,Easting,Northing,Projection,Datum,Transect,Transect Direction,Transect Length,Depth,Quad,Habitat,Water Quality,Photo date,Photo time,Photographer,Camera,Lens,Analysis date,Analysis tech
R,,AB,*,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACB,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,AL,**,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3104.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,*,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,,AB,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,HC,,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.JPG,C:\CPCe_41_inst\So. Pagawanen\Transect 2\GOPR3105.cpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
